Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 192,http://opencontext.org/subjects/164a41ae-ec35-45ec-8392-689953d40140,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5661821293509,37.0580801059468,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,192,1994-09-09T00:00:00Z,1994,292,597,2.5,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 192,Turgut Çayırı,Turgut Çayırı,"EC,NU,KC,NK,MK",M38-d4,"Watertank 300m west of site, 3/4 km from the Erkenez;",at edge of flood plain in cotton field,"Low oval mound covered by cotton with wheat fields to the south and east, low stone boundary wall to the south, large stones in center, probably foundation of house","Good, general, lots of roof tiles, some flints",Roof Tiles Sherd count Flint count,"Many light weight pinkish roof tile fragments, otherwise not much probably Islamic",,"fine incised red ware, grooved rim bowl, one rope impressed"
KM 71,http://opencontext.org/subjects/f23b4c0b-24d8-49e1-9c66-3e824f59a3d6,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4278599585913,37.0017792900144,-6500,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-71-80/km-71-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:08Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,71,1993-10-14T00:00:00Z,1993,232,444,14,Central Valley,false,true,true,true,false,false,false,false,true,false,KM 71,Sivrecehyk,Sivrecehöyük,All,37SCB,"Near village of same name, canal at foot",In fields,"High, small mound with central hump, possibly a small fort or outpost with some kind of lower town that is now cut into by fields","Heavy vegetation, site, especially lower town cut into by field, little material except from east side cut",Sherd count Flint count,"Only reserved slip I’ve seen looks like the late variety, 1 grey chert sickle blade","Terra sigillata or imitation, rope impressed=pie-crust of Anamorium",
KM 27,http://opencontext.org/subjects/cc445103-8d54-4fb6-a06c-95042bfa57ff,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3154209089385,36.7755384755124,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-21-30/km-27-general-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,27,1993-10-01T00:00:00Z,1993,3,325,4,Southwestern Valley,false,false,false,false,false,false,false,false,true,false,KM 27,Çakmak,Çakmak 1,All,37SCB,Goats and goat pens,Mountain village of 5 or 6 scattered houses,"Pomegranate trees on knoll with low density sherd scatter, no site boundaries visible, probably a similar situation to present day, d=25-30, h=3-4m maybe less",,Sherd count Flint count,,"Terra sigillata or imitation 1 sherd, mostly red body sherds, possibly Byz",
KM 186,http://opencontext.org/subjects/eeb5bf8e-6a94-48e8-aa8a-b39965723ea6,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5264548647845,37.0640050129628,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,186,1994-09-08T00:00:00Z,1994,292,552,22,Nothern Valley,false,false,false,false,false,false,false,false,true,false,KM 186,Hasanin Tarlası,Hasanin Tarlası,"LB,GM,HT,KC,MK",M38-d4,Surrounded by plowed fields to N and W; blends into rolling hills to E and a steep hill to the S.  Power lines cross NW tip of site,,"High oval mound which is very steep on the N slope and is more gradual to the SW and E.  A stream to the s. acts as a boundary line between site and beginning of steep hilly areas, from top of site one gets a good view across the plain to Maraş to the NW, much of the S. slope and top has been plowed.","Visibility is good, greater concentration on top and southern slope; a few sherds from the adjoining hill to the east and field to the north",Sherd count Flint count,"186-1=Pithos rim with gem stamp found on slope, superbly modeled figure with toga, ‘Roman nose, curls, the original gem that made this impression is oval, sort of like a cameo, more rope impressed than almost any other site, jar with impressed circle design and applied, herringbone incised band, cooking pot with rim, rounded shouldered necked jar, possible mortarium, Hellenistic fine ware","Hellenistic Fine ware, rope impressed, red slipped, chocolate chip ware, ungentarium",
KM 205,http://opencontext.org/subjects/ff55ad92-023e-4de3-8212-52d8c5d13134,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4624716542083,37.0021000762259,-4200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,205,1994-09-14T00:00:00Z,1994,232,482,,Nothern Valley,false,false,true,false,false,false,false,false,true,false,KM 205,Unnamed site,Unnamed Site,"EC,HT,NK,GM,SC,MK",N38-a1,"Cemetery 200m west, 74 to east, Fituşağlı in distnce","Marshy area with drainage canal to east, Pellit H. to N.","Color (grey) differentiated patch, flat site next to burnt wheat field",Good general but few sherds,Roof Tiles,"Small collection, red-black polished ware pipe fragment, not much of a site","Terra sigillata or imitation, rope impressed amphorae handle, white gritty red ware",
KM 5,http://opencontext.org/subjects/cc50e58c-677f-4c6d-b7b8-5907e9d4f023,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3651654700496,36.9083280271474,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/misc/km-5.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:01Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,5,1993-09-24T00:00:00Z,1993,14.3,38.9,0,Central Valley,false,false,false,false,false,false,false,false,true,true,KM 5,Altınhöyük,Altın,All,37SCB,"S. of Gölühöyük, Cengis H. to NE 6km east of Adana road",Plowed cotton fields in full bloom.,"Site was found courtesy of owner who leveled at least two small mounds to plant them and collected some finds from a burial.  Original heights are estimated by him at less than 5m, total area 40 donum.  Could have been a small group or groups of farm houses.","We walked the rows turned up by the plow between the cotton plants, and collected the plowed area between two remaining rises separately",,"Fine incised Islamic amphora, slashed green-glazed ware, 1 mold-made piece, one pie-crust rim with incision--these sites may have, numerous amphorae handles.   L. Roman and possibly Hellenistic.","Brittle ware, platter (sharpish angle) (SC 9-98)",Islamic// late and goes way late (LDS 9-98)
KM 180,http://opencontext.org/subjects/bddfc918-74f3-40a4-a497-1d0bd23e0b6a,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.6148771400506,36.7673758430215,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:23Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,180,1994-09-06T00:00:00Z,1994,30,656,,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 180,no name,Unnamed Site,"HT,NU,KC,GM,EC",M37-c4,"Off Göksun-Kyseri highway opposite 175 caves, in mountain pass","gardens and foot, pine trees on hillslope behind","Hill slope site of uncertain dimensions backed up against high conical mound of thirty meters, extensive site of house mounds with little depth of deposit",Good general,Roof Tiles,"Interesting green glaze piece with indication that there was incised lines on shoulder, heavy bases and rims, interesting amphoras handle and huge handle 15 cm. across with two strange studs and three strands. Many heavy pithos rims, one with mend hole finger impressed band below rim and  smaller one  on body, typical red with heavy white grit temper, waster= ceramic production.  Many storage jar rims, note roof tiles redder and denser than in site 192 where they are beige and lighter","Grooved or ridge-rim amphorae, many handles, one ungentaria base fragment; some possible ribbed cooking pot ware.","glazed piece, plus two fine incised pieces; Donald Whitcomb confirms Islamic (2001)"
KM 38,http://opencontext.org/subjects/cf4e9dd5-4bd7-44c6-98ba-213b54e95a8d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2914237531645,36.8794407850755,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-31-40/km-38-mound-general-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:05Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,38,1993-10-04T00:00:00Z,1993,117,293,,Southwestern Valley,false,false,false,false,false,false,false,false,true,true,KM 38,Sokuburunu,Sokuburnu,All,37SCB,On Harabe Rd. 500m west of power line near Balıkalan site in hilly outcrops to south of village,Hilly area along wadi and near alluvial fan,"Site partly in hills and plowed and cut by road; extensive rather than intensive occupation; plowed and cut by the road, some mosaic pieces found in plowed field.",,Sherd count,"Some mosaic pieces as well as good Hellenistic Late Roman imported pieces, probably an important site.  Some imported pieces. Several Medieval handles",Terra sigillata or imitation// SC 9-98 concurs there is nice roman stuff,
KM 193,http://opencontext.org/subjects/7569e629-9f95-4887-a7b1-4759d2ff5979,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5484398543185,37.0481381427119,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-193-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,193,1994-09-09T00:00:00Z,1994,278,577,1.5,Nothern Valley,false,false,false,false,false,false,false,false,true,false,KM 193,Çakalı Tarla,Çakalı Tarla 1,"EC,NU,KC,NK,MK",M38-d4,Completely surrounded by cotton fields; 100m south of Erkenez,,Low circular mound with two circular pits--graves? on top; larger grave is 3m in diameter and 1 m deep; smaller is 2 m in diameter and 5 m deep.  Whole site is covered with oversized rocks which continue down into graves.  There is no regular formation of stones with the graves robbed out long,"Mostly roof tiles, surrounding fields did not yield much at all just small body sherds, photo #7of slide film",Roof Tiles,"poor collection but some diagnostics,"," Chocolate chip  ware, rope impressed, grooved handles",
KM 89,http://opencontext.org/subjects/73812ca1-1d80-42b0-8f21-7882c7d0c8f0,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3101131625072,37.0374042819129,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-81-90/km-89-to-south.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:10Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,89,1993-10-18T00:00:00Z,1993,260,318,4,Southeastern Valley,false,false,false,true,false,false,false,false,false,true,KM 89,?/,Unnamed Site,All,37SCB(N38-a4),"Canal, single tree, near Altintash",Fields surround,"Low rise in middle of plain between 2 small canals, extensive earth moving, no visible feature, photo 9-8 to N.--site of shepherd with pipes, 9-9 to east, 9-10 to south, 9-11 to site from 90 (Küçükhoyuk).  Note that this iste was formerly called Küçükhoyuk - which was incorrect.  KM 90 has that name (LDS 4 Aug 96).","Poor recent migrant camp has created a lot of grey dust that covers, sherds, general collection.  Revisited on 12 Sept 95. SIte has not been plowed recently, no chg in conditions since orig survey.  One small bag of ceramics collected.",Sherd count,,,handle looks late
KM 162,http://opencontext.org/subjects/353e7810-7d06-4185-9935-d0202452a409,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4416891768391,36.7766093707227,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-161-170/km-162-gen-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:21Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,162,1994-08-31T00:00:00Z,1994,33,465,,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 162,Gavur Mağrası; more caves here,Gavur Mağarsı,"KC,HT,NU",N37-b1,West of road to Delicek rocky hillside,,"Around a natural cave that seems to have a plundered grave. Larger deep hole that was obviously dug up, maybe Roman Byzantine.  Body sherds but very little diagnostic material",,Sherd count Flint count,"Two handle frags, finger impressed band, cooking pot rim, 2 flakes",,
KM 201,http://opencontext.org/subjects/bcac451a-6d91-40bf-a370-147e15b7558c,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4928776466083,37.0752009590656,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,201,1994-09-14T00:00:00Z,1994,299,515,0.5,Nothern Valley,false,false,false,true,false,false,false,false,false,false,KM 201,Çiğli,Çiğli,"EC,HT,NK,GM,SC,MK",N38-a1,"Wash leading to Çiğli village to s and sw, site 200 just up hill","Oak, pistachio, wheat fields, and some irrigated gardens","Mostly natural rocky outcrop between 2 valleys on knoll just west of fortress mound 200 m.  Strange scatter of relatively freshly broken sherds, no larger site in evidence othewise might think this is an example of manuring or could these come from a burial.  Fields around have some background noise especially pepper fields and channels--but where is site from which they originally came?","Good, but somewhat dusty and very gravely soils",Sherd count Flint count,"Few sherds but some perfect EBA types--possibly a burial seal impressed sherd, brittle orange vessel, 1 ‘cooking pot’",,
KM 49,http://opencontext.org/subjects/e0a92888-2c43-4cf8-99d5-f5ae71c0708f,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2603448124259,36.9713628684701,-10000,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-41-50/km-49-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:06Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,49,1993-06-10T00:00:00Z,1993,201,259,14,Southwestern Valley,true,true,true,true,false,false,false,false,true,true,KM 49,Akkabir,Akkabir,All,37SCB,"NW to Emirler, artesian well drilling site, single tree with spring, Gedikli (Karahöyük) to se? or some other major site","Corn fields, edge of barren hills and rocky outcrops, cotton fields to the N. and SE.","Stony oval mound much spread out over fields, probably set into hillside on south, photos 25 and 26",,Terracotta,"Good late material, possibly a sherd of Chalcolithic or EBA","Terra sigillata or imitation, rope  impressed sherd Hellenistic dark on light bowl rim, Roman cooking pot sherds, heavy calcite tempered red-buff ware","fine incised, green glaze, incised handles// 9thc. glazed and other (SC 9-98); Donald Whitcomb confirms Islamic (2001)"
